onset_s,event_time_s,duration_s,end_s,type,channel,confidence,notes,finger_id,action_id,trial_id,block_id,session_mode,source,lsl_ts_mono,local_ts,event_id,event_index,label
897.6424458171241,897.6424458171241,0.9967510420829058,898.639196859207,thumb_close,n/a,,,1,2,0,0,,keyboard,3025977.839633333,1771283757.404533,106,106,thumb_close
900.1928369421512,900.1928369421512,1.092149999924004,901.2849869420752,thumb_close,n/a,,,1,2,0,0,,keyboard,3025980.485423416,1771283760.050224,107,107,thumb_close
902.7651810259558,902.7651810259558,0.9353919164277613,903.7005729423836,thumb_close,n/a,,,1,2,0,0,,keyboard,3025982.901009416,1771283762.465719,108,108,thumb_close
905.1512224841863,905.1512224841863,0.7995001669041812,905.9507226510905,thumb_close,n/a,,,1,2,0,0,,keyboard,3025985.151159125,1771283764.7157838,109,109,thumb_close
907.6403028592467,907.6403028592467,0.9750870000571012,908.6153898593038,thumb_close,n/a,,,1,2,0,0,,keyboard,3025987.815826333,1771283767.3803542,110,110,thumb_close
910.0854591093957,910.0854591093957,0.956680457573384,911.0421395669691,thumb_close,n/a,,,1,2,0,0,,keyboard,3025990.242576041,1771283769.80702,111,111,thumb_close
912.718984734267,912.718984734267,0.843551917001605,913.5625366512686,thumb_close,n/a,,,1,2,0,0,,keyboard,3025992.762973125,1771283772.327317,112,112,thumb_close
915.0454362761229,915.0454362761229,1.1320639159530401,916.177500192076,thumb_close,n/a,,,1,2,0,0,,keyboard,3025995.377936666,1771283774.942184,113,113,thumb_close
917.5544144841842,917.5544144841842,0.9836791250854731,918.5380936092697,thumb_close,n/a,,,1,2,0,0,,keyboard,3025997.738530083,1771283777.3026948,114,114,thumb_close
1145.374672526028,1145.374672526028,0.6158933751285076,1145.9905659011565,thumb_open,n/a,,,1,1,0,0,,keyboard,3026225.191002375,1771284004.746751,115,115,thumb_open
1147.9478610260412,1147.9478610260412,0.7555595831945539,1148.7034206092358,index_open,n/a,,,2,1,0,0,,keyboard,3026227.903857083,1771284007.459507,116,116,index_open
1150.4896341511048,1150.4896341511048,0.7366297082044184,1151.2262638593093,index_open,n/a,,,2,1,0,0,,keyboard,3026230.426700333,1771284009.9822562,117,117,index_open
1152.692738275975,1152.692738275975,0.8190874163992703,1153.5118256923743,index_open,n/a,,,2,1,0,0,,keyboard,3026232.712262166,1771284012.2677388,118,118,index_open
1155.2513068174012,1155.2513068174012,0.731989333871752,1155.983296151273,index_open,n/a,,,2,1,0,0,,keyboard,3026235.183732625,1771284014.739118,119,119,index_open
1157.709911567159,1157.709911567159,0.7718619168736041,1158.4817734840326,index_open,n/a,,,2,1,0,0,,keyboard,3026237.682209958,1771284017.237498,120,120,index_open
1160.1778812343255,1160.1778812343255,0.8126141247339547,1160.9904953590594,index_open,n/a,,,2,1,0,0,,keyboard,3026240.190931833,1771284019.74613,121,121,index_open
1162.6445469423197,1162.6445469423197,0.9010371249169111,1163.5455840672366,index_open,n/a,,,2,1,0,0,,keyboard,3026242.746020541,1771284022.301122,122,122,index_open
1165.3886569840834,1165.3886569840834,0.7312269597314298,1166.1198839438148,index_open,n/a,,,2,1,0,0,,keyboard,3026245.3203204176,1771284024.860333,123,123,index_open
